0610009B22Rik	1	chr11	-	51685386	51688874	51686092,	51688690,
Stra6l	1	chr4	+	45848664	45887008	45848726,45849097,45858222,45860036,45865003,45866295,45867249,45869205,45869630,45870892,45873802,45877984,45879498,45879726,45880285,45881545,45882860,45884688,	45848947,45858147,45859936,45864873,45866175,45867204,45869077,45869560,45870781,45873649,45877909,45879417,45879678,45880168,45881426,45882697,45884542,45885251,
Stra8	0	chr6	+	34920163	34939344	34920185,34921054,34927916,34930436,34930967,34933285,34934365,34935656,34938144,	34920637,34927719,34930361,34930883,34932998,34934080,34935583,34938033,34939102,
Strada	1	chr11	-	106163848	106193562	106164191,106164473,106164961,106167916,106168480,106171077,106171264,106173374,106173781,106187180,	106164431,106164720,106167812,106168309,106170954,106171156,106173253,106173679,106187125,106193466,
Stradb	1	chr1	+	58973522	58995715	58973850,58977065,58980014,58985388,58988627,58989798,58991136,58992375,58992755,58993137,58993603,	58976959,58979934,58985289,58988506,58989690,58991013,58992204,58992651,58992893,58993561,58994293,
Strap	0	chr6	+	137735078	137751932	137735466,137736465,137739439,137739827,137741399,137742089,137745643,137748836,137749429,	137736330,137739358,137739755,137741303,137741952,137745507,137748687,137749364,137750551,
Strbp	1	chr2	-	37583156	37703275	37584106,37586554,37590780,37596844,37599255,37600903,37603134,37604014,37624284,37624590,37625289,37626577,37627526,37635568,37641016,37645691,37647285,	37586510,37590657,37596704,37599121,37600745,37602935,37603922,37624173,37624493,37625178,37626482,37627435,37635424,37640851,37645471,37647116,37703192,
Strc	1	chr2	-	121363728	121380940	121364064,121364420,121364609,121364854,121365163,121365898,121366767,121367754,121368179,121368532,121369060,121370829,121371062,121371785,121372202,121372726,121373086,121373299,121373732,121374411,121374773,121375059,121375365,121375619,121375781,121378019,121378910,121379782,	121364273,121364512,121364706,121365021,121365743,121366598,121367598,121368089,121368336,121368925,121370717,121370939,121371727,121372083,121372661,121372919,121373261,121373550,121374279,121374658,121374873,121375199,121375509,121375719,121376642,121378886,121378997,121380805,
Strip1	1	chr3	-	107612532	107631694	107613466,107614799,107615419,107615827,107616608,107616938,107618155,107618390,107618982,107620103,107620274,107621544,107622054,107624514,107624731,107625749,107626856,107627079,107627462,107628225,	107614595,107615315,107615761,107616508,107616812,107618058,107618316,107618911,107620040,107620209,107621327,107621872,107624387,107624625,107625681,107626736,107626945,107627388,107628156,107631501,
Strip2	1	chr6	+	29917013	29959681	29917230,29920531,29923989,29925103,29926677,29927389,29927693,29928562,29929983,29931355,29931829,29932266,29933061,29937655,29938559,29939163,29941939,29944492,29953453,29955636,	29920462,29923915,29924966,29926557,29927321,29927587,29928435,29929780,29931120,29931764,29932203,29932990,29937581,29938462,29939037,29941839,29944426,29953349,29955432,29956658,
Strit1	0	chr3	-	63481112	63483879	63481193,63481381,	63481286,63483815,
Strn	1	chr17	-	78649913	78737196	78655659,78655835,78657015,78658024,78660211,78661883,78663108,78664794,78667258,78669894,78672686,78677417,78682963,78684397,78687670,78692467,78700953,	78655749,78656908,78657884,78660044,78661762,78663061,78664619,78667122,78669751,78672576,78677282,78682828,78684230,78687592,78692394,78700850,78736254,
Strn3	1	chr12	-	51609632	51691887	51610272,51610446,51619921,51621920,51623343,51627231,51627560,51627880,51629507,51633719,51643214,51648135,51650230,51652845,51655483,51661224,51661713,	51610360,51619814,51621780,51623176,51627110,51627513,51627705,51629374,51633579,51643104,51647994,51650104,51652672,51655402,51661151,51661610,51691422,
Strn4	1	chr7	+	16815889	16840931	16816634,16822599,16823079,16824217,16826661,16828816,16830485,16831138,16831580,16833101,16833225,16833996,16837732,16837989,16838368,16838649,16839972,	16822496,16823006,16824139,16826464,16828675,16830326,16831025,16831465,16832926,16833178,16833875,16837562,16837849,16838270,16838563,16839741,16840206,
Stt3a	1	chr9	-	36729344	36767679	36732962,36734430,36735541,36741591,36741830,36743604,36744151,36746645,36748080,36749733,36751346,36752436,36754896,36758867,36759324,36763397,36765180,	36734315,36735353,36741489,36741714,36743416,36743996,36746554,36747925,36749553,36751182,36752330,36754806,36758722,36759203,36763337,36765054,36767550,
Stt3b	1	chr9	-	115242581	115310421	115244045,115246257,115248618,115250952,115251849,115252686,115254044,115254943,115256181,115257582,115258560,115266193,115267375,115276991,115280519,	115246045,115248505,115250779,115251678,115252499,115253833,115254789,115256133,115257436,115258462,115266094,115267310,115276704,115280411,115309752,
Stub1	1	chr17	-	25830505	25833361	25831010,25831218,25831365,25831631,25831961,25832244,	25831102,25831309,25831544,25831796,25832046,25832692,
Stum	0	chr1	-	180432387	180483467	180438363,180439114,180442723,	180439106,180442544,180483128,
Stx11	1	chr10	-	12938209	12964262	12941983,12944286,	12944152,12964000,
Stx12	1	chr4	-	132853501	132884509	132855558,132857382,132858491,132860649,132862869,132863296,132868267,132871657,	132857300,132858419,132860544,132862826,132863159,132868168,132871588,132884248,
Stx16	1	chr2	+	174076922	174099771	174077189,174084657,174090728,174091622,174092567,174093525,174094072,174095140,	174084646,174090621,174091482,174092402,174093434,174093929,174095060,174096919,
Stx17	1	chr4	+	48124926	48186507	48124958,48131949,48140485,48159033,48167043,48167256,48180756,	48131765,48140420,48158811,48166928,48167206,48180670,48181499,
Stx18	0	chr5	+	38038742	38137765	38039499,38092580,38104993,38106641,38106892,38116197,38121299,38126990,38128113,38135302,	38092513,38104878,38106564,38106826,38116085,38121211,38126932,38128044,38135222,38136263,
Stx19	1	chr16	+	62814676	62824346	62814950,	62821810,
Stx1a	1	chr5	+	135023482	135051100	135023610,135037203,135037575,135041311,135042004,135042217,135042666,135045734,135049104,	135037126,135037476,135041237,135041931,135042109,135042593,135045597,135048994,135049827,
Stx1b	1	chr7	-	127803900	127824549	127807389,127807766,127807984,127810728,127811008,127811236,127814987,127815163,127815420,	127807656,127807847,127810655,127810900,127811163,127814913,127815064,127815346,127824260,
Stx2	1	chr5	-	128984563	129008535	128986430,128988912,128991101,128991276,128992288,128993568,128994870,128996461,128999587,	128988802,128990964,128991203,128992180,128993495,128994796,128996362,128999510,129008394,
Stx3	1	chr19	-	11777485	11818942	11779173,11781680,11783136,11785524,11785758,11786633,11788236,11789631,11791845,11803577,	11781567,11783026,11785390,11785685,11786525,11788169,11789557,11791746,11803494,11818692,
Stx4a	1	chr7	+	127841764	127849019	127842068,127842365,127842544,127842758,127843642,127846128,127846276,127846625,127848498,127848667,	127842264,127842445,127842684,127843572,127846020,127846200,127846488,127848388,127848569,127848751,
Stx5a	1	chr19	+	8741413	8756069	8741575,8742497,8742924,8743135,8743423,8748577,8748711,8748888,8749772,8750027,	8742254,8742854,8743080,8743353,8748461,8748655,8748807,8749666,8749906,8754909,
Stx6	1	chr1	+	155158715	155205659	155158927,155174155,155177948,155187840,155191554,155193325,155197435,	155173986,155177854,155187778,155191429,155193219,155197341,155201940,
Stx7	1	chr10	+	24149327	24190222	24149408,24155384,24177235,24179210,24180063,24180915,24181614,24182841,24185069,	24155235,24177166,24179117,24179926,24180863,24181518,24182769,24184987,24187628,
Stxbp1	1	chr2	-	32787602	32847245	32789637,32796170,32798190,32800681,32801929,32802892,32806149,32806786,32808062,32809208,32811235,32812105,32815027,32817389,32818505,32819910,32821916,32823585,	32796016,32798105,32800580,32801820,32802754,32806069,32806721,32808002,32809101,32811105,32812021,32814879,32817286,32818427,32819834,32821835,32823536,32847055,
Stxbp2	1	chr8	+	3630955	3643644	3631204,3632269,3632581,3633367,3633926,3634123,3634623,3635530,3635746,3635939,3636238,3636421,3636574,3637254,3639617,3641206,3641820,3642055,	3632220,3632500,3633291,3633848,3634020,3634475,3635446,3635616,3635832,3636181,3636356,3636494,3637116,3639508,3641111,3641735,3641898,3642646,
Stxbp3	1	chr3	-	108793176	108840511	108793864,108794953,108797466,108799316,108800161,108800873,108802191,108803611,108805115,108805333,108810001,108812968,108816479,108821888,108822593,108826082,108827107,108827622,	108794802,108797381,108799224,108800055,108800735,108802111,108803546,108805058,108805238,108809877,108812878,108816325,108821788,108822515,108826006,108827026,108827573,108840420,
Stxbp4	1	chr11	-	90476492	90638084	90480714,90494659,90535613,90537960,90540282,90548987,90571787,90575339,90592423,90594841,90600280,90606031,90607184,90607451,90619315,90621782,90622261,	90494602,90535480,90537911,90540166,90548811,90571722,90575250,90592332,90594745,90600186,90605953,90606968,90607345,90619183,90621655,90622192,90638033,
Stxbp5	1	chr10	-	9759958	9901079	9760954,9762965,9767269,9768995,9769710,9770689,9778071,9789428,9798273,9800068,9808598,9809249,9811708,9812032,9812407,9816323,9817460,9825448,9835957,9838160,9841934,9843361,9865113,9866694,9899254,	9762745,9767158,9768830,9769341,9770450,9778021,9789363,9798122,9799943,9808420,9809029,9811668,9811965,9812260,9816251,9817306,9825370,9835834,9838077,9841871,9843227,9865013,9866613,9899157,9900531,
Styk1	1	chr6	-	131299142	131313827	131300591,131301721,131302363,131304921,131307154,131310064,131311199,131312585,	131301625,131302323,131304707,131307071,131309883,131310933,131312451,131312919,
Styx	1	chr14	+	45351093	45385507	45351529,45354978,45356766,45359356,45366659,45367718,45368346,45368471,45371091,45372478,	45354946,45356713,45359259,45366599,45367682,45368307,45368421,45371019,45372385,45373512,
Styxl1	1	chr5	-	135747220	135778238	135747898,135753944,135755504,135757144,135759274,135765816,135768915,135770362,	135753832,135755407,135756999,135759129,135765651,135768854,135770256,135778174,
Sub1	0	chr15	-	11981339	11996058	11984297,11986564,11991081,11993861,	11986456,11990959,11993789,11995951,
Sucla2	1	chr14	+	73552665	73596142	73552897,73560621,73568733,73569024,73579484,73581817,73590918,73591152,73592752,73593765,	73560441,73568634,73568862,73579356,73581679,73590757,73591010,73592632,73593677,73595374,
Suclg1	0	chr6	+	73248382	73276911	73248753,73256274,73260591,73264020,73264287,73269398,73271122,73275389,	73256171,73260475,73263808,73264230,73269315,73270971,73275201,73276682,
Sucnr1	1	chr3	+	60081869	60087566	60081928,	60086056,
Suco	0	chr1	-	161816114	161876682	161818809,161820450,161827748,161828310,161829340,161833503,161835193,161837809,161838822,161844067,161844880,161845358,161845580,161847310,161848749,161852342,161852947,161853838,161856971,161857481,161859504,161862302,161864025,	161820395,161827657,161828156,161829236,161833416,161834036,161837719,161838754,161844002,161844789,161845303,161845560,161847205,161848642,161852275,161852811,161853715,161856821,161857344,161859350,161862192,161863914,161876311,
Suds3	1	chr5	-	117091680	117115998	117093031,117094994,117098376,117099322,117099538,117100695,117105311,117106665,117108419,117109813,117112879,	117094910,117098271,117099301,117099477,117100600,117105155,117106646,117108348,117109758,117112810,117115672,
Sufu	0	chr19	+	46396896	46488804	46397284,46401258,46425135,46449971,46450664,46450963,46453315,46454846,46473706,46475646,46483668,	46401124,46424999,46449829,46450579,46450891,46453162,46454735,46473572,46475508,46483600,46485855,
Sugp1	1	chr8	+	70042813	70072347	70043080,70048680,70052691,70056604,70059405,70059853,70060659,70065198,70069558,70070173,70070437,70071259,70071651,	70048509,70052591,70056386,70059282,70059753,70060536,70064837,70069452,70069996,70070331,70071114,70071522,70071806,
Sugp2	1	chr8	+	70234233	70263105	70234652,70236794,70244056,70248546,70252101,70253690,70257614,70259004,70259819,70260589,	70236668,70242491,70248426,70251614,70253579,70257130,70258943,70259683,70260469,70262871,
Sugt1	1	chr14	+	79587691	79635196	79587866,79588011,79595459,79596817,79597466,79602900,79603486,79607277,79609052,79610347,79619799,79625022,	79587954,79595369,79596748,79597396,79602847,79603470,79607246,79608956,79610240,79619709,79624841,79628852,
Sulf1	1	chr1	+	12692277	12861192	12692684,12728688,12786151,12786698,12797005,12805331,12808023,12817488,12818553,12820529,12820851,12822099,12836329,12838611,12839925,12840497,12841508,12842824,12848237,12848454,12850793,	12728594,12786079,12786468,12796766,12805180,12807854,12817338,12818378,12820401,12820795,12821970,12836113,12838359,12839829,12840403,12841443,12842649,12848095,12848331,12850760,12858812,
Sulf2	1	chr2	-	166073089	166155663	166074818,166075548,166075805,166077641,166079179,166079629,166080076,166080891,166081383,166081706,166082784,166083985,166084442,166085811,166087161,166089348,166093624,166094629,166117111,166132854,	166075495,166075772,166077518,166079037,166079460,166080017,166080797,166081287,166081478,166082574,166083856,166084386,166085683,166086986,166089198,166093455,166094478,166116872,166132588,166155503,
Sult1a1	1	chr7	-	126672865	126676432	126673255,126673597,126674181,126674397,126675146,126675353,126675583,	126673417,126674087,126674271,126675049,126675228,126675444,126676302,
Sult1b1	1	chr5	-	87513339	87538195	87515061,87517476,87520879,87521612,87530686,87534029,87535096,	87517296,87520785,87521486,87530589,87533901,87534937,87538105,
Sult1c1	1	chr17	-	53961615	53990674	53962184,53962577,53964075,53964758,53969730,53972114,53974097,	53962397,53963981,53964632,53969633,53971986,53973902,53990515,
Sult1c2	1	chr17	-	53829637	53846339	53830114,53831950,53832179,53833220,53836998,53838495,53839009,	53831770,53832085,53833094,53836901,53838370,53838832,53845777,
Sult1d1	1	chr5	-	87554645	87569027	87556049,87557034,87558582,87559887,87563967,87564835,87566192,	87556854,87558488,87559761,87563870,87564710,87566036,87568797,
Sult1e1	1	chr5	-	87575969	87591594	87576321,87578659,87579922,87582044,87586811,87587669,87590233,	87578479,87579828,87581918,87586714,87587544,87590073,87591494,
Sult2a1	1	chr7	-	13796246	13837409	13796467,13801559,13804124,13832703,13836169,	13801382,13804030,13832577,13835961,13837221,
Sult2a2	1	chr7	+	13733505	13779636	13733694,13734955,13738351,	13734747,13738225,13779422,
Sult2a3	1	chr7	-	14067446	14123044	14067667,14073188,14082779,14111587,14121793,	14073011,14082685,14111461,14121585,14122858,
Sult2a4	1	chr7	-	13909677	13989588	13909898,13915315,13931767,13984974,13988405,	13915138,13931673,13984848,13988197,13989456,
Sult2a5	1	chr7	+	13623967	13670807	13624180,13625445,13628841,13662556,13665214,	13625237,13628715,13662462,13665037,13670585,
Sult2a6	1	chr7	-	14222411	14254870	14222589,14226039,14236697,14250458,14253612,	14225862,14236603,14250332,14253404,14254698,
Sult2a7	1	chr7	-	14465054	14492981	14465271,14477120,14490152,14491926,	14477026,14490026,14491718,14492839,
Sult2a8	1	chr7	-	14410689	14446586	14411819,14413797,14416312,14423563,14425556,14428050,	14413629,14416218,14423437,14425348,14427784,14446442,
Sult2b1	1	chr7	-	45729983	45759612	45730199,45731418,45733713,45734113,45735343,45742196,	45731238,45733619,45733987,45735135,45742054,45759392,
Sult3a1	1	chr10	+	33857721	33879532	33857772,33864088,33866729,33869276,33870258,33877469,	33863937,33866521,33869150,33870164,33877283,33879201,
Sult3a2	1	chr10	-	33766424	33786704	33766545,33768357,33777264,33778303,33779839,33782125,	33768171,33777170,33778177,33779631,33781974,33786667,
Sult4a1	1	chr15	-	84076097	84105754	84077582,84080325,84086694,84090085,84090672,84092420,	84080187,84086600,84089959,84090592,84092290,84105431,
Sult5a1	1	chr8	-	123140192	123158270	123143146,123145522,123148145,123148436,123149433,123157587,	123145342,123148051,123148310,123149219,123157439,123158188,
Sult6b1	1	chr17	-	78883938	78906992	78885216,78889087,78890940,78894669,78897647,78905621,	78888931,78890846,78894543,78897558,78905509,78906794,
Sult6b2	1	chr6	-	142785781	142804466	142786440,142790314,142790692,142797968,142801876,	142790128,142790598,142797842,142801692,142804246,
Sumf1	1	chr6	-	108107028	108185582	108108586,108118679,108144704,108152341,108153235,108155041,108173430,108176161,	108118620,108144591,108152227,108153113,108154959,108173356,108175988,108185293,
Sumf2	1	chr5	+	129846986	129864050	129847086,129850057,129852985,129854067,129854838,129858295,129859921,129860214,	129849901,129852874,129854023,129854688,129858240,129859837,129860070,129862639,
Sumo1	0	chr1	-	59639434	59670834	59640268,59642489,59644594,59655532,	59642418,59644517,59655458,59670680,
Sumo2	1	chr11	-	115523102	115536276	115523769,115530417,115534683,	115530346,115534552,115536098,
Sumo3	1	chr10	+	77606097	77618331	77606341,77609940,77614051,	77609812,77613980,77616148,
Sun1	1	chr5	+	139200637	139249840	139200699,139215254,139223785,139225447,139226604,139226885,139229944,139230838,139231237,139233569,139233994,139234573,139234832,139235731,139236735,139237922,139238939,139241487,139242027,139245444,139246860,139248162,	139215158,139223594,139225263,139226578,139226706,139229753,139230773,139231127,139233471,139233901,139234515,139234687,139235492,139236649,139237879,139238828,139241233,139241943,139245329,139246693,139248070,139248418,
Sun2	1	chr15	-	79724070	79742534	79725560,79726634,79726958,79727166,79727600,79728084,79728581,79729076,79729558,79730344,79734235,79735925,79737159,79738660,79739010,79739881,	79726542,79726791,79727051,79727516,79727863,79728416,79729033,79729481,79730090,79734108,79735846,79737066,79738520,79738820,79739721,79742339,
Sun3	1	chr11	-	9016054	9048991	9016356,9018239,9021919,9023409,9028117,9029490,9030275,9031538,	9018147,9021752,9023294,9028033,9029319,9030235,9031435,9048869,
Sun5	1	chr2	-	153856188	153871084	153856355,153858509,153859124,153860702,153861507,153865412,153866004,153866951,153867571,153868285,153869470,	153858423,153858957,153860587,153861429,153865304,153865970,153866902,153867510,153868219,153869415,153870925,
Suox	0	chr10	-	128669894	128674073	128671926,128672281,128672602,	128672104,128672539,128673852,
Supt16	0	chr14	-	52160414	52197416	52161822,52162764,52163313,52164551,52170996,52171501,52172150,52172573,52173589,52173903,52174131,52175369,52176513,52176725,52177044,52177220,52178156,52178357,52179564,52180273,52181168,52181683,52182309,52183182,52184020,	52162687,52163184,52164422,52170827,52171426,52172038,52172448,52173471,52173777,52173996,52175242,52176360,52176610,52176949,52177155,52178044,52178284,52179474,52180101,52181017,52181537,52182157,52183012,52183928,52197085,
Supt20	0	chr3	+	54693105	54716837	54693208,54695207,54696519,54697009,54698659,54701616,54703174,54706976,54707141,54708396,54709187,54709329,54710472,54712249,54713202,54713765,54714796,54715256,54715689,	54695123,54696484,54696951,54698593,54701487,54703071,54706860,54707088,54708257,54709031,54709273,54710401,54712092,54713176,54713733,54714688,54715154,54715534,54716638,
Supt4a	0	chr11	+	87737552	87743617	87737668,87738273,87742851,87743111,	87738167,87742796,87743058,87743246,
Supt5	0	chr7	-	28314894	28338719	28315270,28315444,28315926,28316177,28316441,28316889,28317113,28317318,28317500,28317821,28318864,28319101,28320113,28320375,28322139,28322313,28322569,28323796,28323982,28326201,28328771,28329050,28329324,28329484,28329652,28330029,28330645,28331529,28338435,	28315349,28315723,28316009,28316283,28316784,28316986,28317216,28317393,28317737,28318739,28318955,28319967,28320220,28322003,28322220,28322464,28323726,28323893,28325950,28328703,28329020,28329259,28329416,28329583,28330018,28330580,28331370,28338352,28338695,
Supt6	0	chr11	-	78206746	78245987	78207769,78208237,78209018,78209179,78209536,78211921,78212196,78212907,78213462,78216345,78217983,78219315,78220090,78221248,78222277,78222485,78222905,78223230,78224483,78224735,78225502,78225818,78226097,78226309,78226773,78227039,78228771,78229043,78229513,78230267,78231201,78231857,78232210,78232581,78232833,78233683,	78208050,78208852,78209102,78209424,78211797,78212083,78212669,78213267,78216205,78217841,78219168,78219883,78221121,78222110,78222348,78222770,78223154,78224366,78224596,78225307,78225664,78225947,78226180,78226675,78226891,78228629,78228954,78229397,78230166,78230928,78231773,78232018,78232505,78232675,78233545,78245548,
Supt7l	0	chr5	-	31514564	31526773	31515926,31518504,31520407,31523261,	31518267,31520083,31522654,31526615,
Supv3l1	0	chr10	-	62429209	62449738	62429834,62430619,62432465,62433132,62434614,62435552,62435826,62437525,62439051,62441246,62443563,62445153,62447131,62447773,	62430471,62432289,62433052,62434395,62435459,62435646,62437434,62438974,62441135,62443395,62445039,62447024,62447696,62449415,
Surf1	1	chr2	-	26913383	26916530	26913505,26913658,26914075,26914247,26914895,26915514,26915729,26916006,	26913577,26913913,26914175,26914707,26915432,26915596,26915955,26916257,
Surf2	0	chr2	+	26916367	26920183	26916503,26916859,26917531,26919055,26919358,	26916705,26917428,26918873,26919192,26919727,
Surf4	1	chr2	-	26920040	26933928	26922171,26924531,26924996,26925684,26926955,	26924345,26924953,26925608,26926769,26933275,
Surf6	0	chr2	-	26890435	26902879	26892725,26893067,26899425,26899932,	26892867,26899337,26899729,26902694,
Susd1	0	chr4	-	59314683	59438633	59315409,59315805,59324907,59329721,59333033,59350012,59351729,59365914,59369640,59379785,59380958,59390752,59411449,59412322,59424150,59428064,	59315712,59324868,59329463,59332937,59349826,59351638,59365722,59369531,59379599,59380861,59390573,59411270,59412170,59423995,59427951,59438206,
Susd2	1	chr10	-	75636706	75643991	75637370,75637606,75637858,75638237,75638595,75639500,75639738,75640102,75640274,75640657,75640949,75641600,75642276,75642670,	75637501,75637682,75637965,75638347,75639342,75639595,75639834,75640189,75640456,75640775,75641433,75642125,75642463,75643874,
Susd3	1	chr13	-	49230690	49248294	49231331,49237612,49238936,49240671,	49237424,49238789,49240483,49248045,
Susd4	1	chr1	+	182764895	182896591	182765188,182833275,182854130,182858610,182887531,182888912,182892265,	182833063,182853957,182858422,182887340,182888768,182891883,182895199,
Susd5	0	chr9	+	114057140	114098728	114057644,114064133,114068875,114082609,	114063956,114068757,114082421,114095637,
Susd6	1	chr12	+	80790559	80880835	80790815,80828243,80868624,80870210,80874576,	80828026,80868427,80870075,80874149,80877096,
Suv39h1	1	chrX	-	8061171	8074760	8062983,8063825,8064057,8071250,8072468,	8063696,8063911,8070588,8072323,8074544,
Suv39h2	1	chr2	-	3455815	3475031	3458729,3459886,3462627,3464926,3472647,	3459757,3462481,3464267,3472502,3474703,
Suz12	0	chr11	+	79993106	80034123	79993599,79995663,79995809,79999125,80007562,80010643,80013595,80015236,80019784,80022269,80025001,80025311,80025954,80029346,80030086,	79995617,79995745,79999057,80007513,80010558,80013364,80015143,80019679,80022092,80024910,80025168,80025797,80029148,80030007,80031845,
Sv2a	1	chr3	+	96181151	96195521	96181303,96185607,96187153,96188247,96188458,96189151,96189477,96189739,96190447,96190760,96192620,96193348,	96184639,96186973,96188096,96188325,96189062,96189367,96189651,96190283,96190627,96192414,96193189,96193733,
Sv2b	1	chr7	-	75114894	75309262	75117778,75120084,75124214,75125704,75136462,75140164,75141089,75147726,75149088,75156758,75157449,75206922,	75119925,75124014,75125571,75136298,75140076,75140979,75147637,75148955,75156607,75157269,75206090,75308874,
Sv2c	1	chr13	-	95954594	96132577	95961463,95976147,95976803,95978174,95982002,95986018,95986826,95989180,95989829,96030634,96048587,96088900,	95975988,95976600,95978041,95981838,95985930,95986716,95989091,95989696,96030483,96048407,96088220,96132448,
Sva	1	chr6	+	42038394	42042851	42038516,42040212,42042261,	42040077,42042150,42042572,
Sval1	1	chr6	+	41951630	41956098	41951750,41953316,41955527,	41953214,41955416,41955820,
Sval2	1	chr6	+	41860239	41864372	41860433,41861967,41863894,	41861865,41863783,41864198,
Sval3	1	chr6	+	41968140	41973090	41968231,41969719,41972536,	41969617,41972425,41972848,
Svbp	0	chr4	+	119195306	119201298	119195486,119196021,	119195872,119200897,
Svep1	1	chr4	-	58042442	58206596	58043168,58044056,58046637,58048206,58049280,58053295,58054712,58057993,58064327,58066654,58071139,58073335,58082818,58084158,58084599,58084986,58087847,58088391,58089522,58090704,58091997,58094176,58096360,58097441,58100144,58100876,58104551,58106391,58107608,58108389,58111460,58113650,58115930,58116652,58118233,58120666,58122021,58123276,58124089,58128895,58133422,58135620,58138784,58145337,58146673,58176107,58179707,	58043963,58046542,58048111,58049110,58053119,58054539,58057930,58064172,58066429,58068357,58072663,58082651,58083967,58084515,58084810,58087728,58088218,58089352,58090581,58091873,58094001,58096159,58097284,58099943,58100763,58104438,58106295,58107517,58108228,58111299,58113489,58115697,58116488,58118125,58120545,58121827,58123145,58123982,58128766,58133304,58135426,58138605,58145158,58146515,58175931,58179452,58205843,
Svil	1	chr18	+	4920540	5119291	4920874,5037165,5040239,5046646,5046915,5049494,5054098,5056849,5057439,5058159,5058774,5059369,5060610,5062405,5063770,5064690,5074004,5082930,5086624,5086796,5088814,5090959,5093000,5094674,5095319,5095581,5097602,5099052,5099710,5103726,5105871,5106871,5108708,5114686,5116121,5117097,5118255,	5037108,5040148,5046589,5046764,5048885,5054018,5055980,5057275,5058125,5058713,5059230,5060515,5062162,5063194,5064471,5073881,5082783,5086535,5086710,5088637,5090787,5092845,5094538,5095172,5095436,5097427,5098908,5099434,5103575,5105766,5106664,5108575,5114531,5115978,5116973,5118100,5118346,
Svip	0	chr7	-	51997171	52006018	51999777,52003459,52003985,	52003346,52003935,52005738,
Svop	1	chr5	-	114026910	114091570	114028464,114030186,114031642,114032820,114035260,114038612,114041897,114042316,114042931,114045631,114054601,114060129,114063123,114064953,114065686,	114030097,114031561,114032709,114035153,114038536,114041824,114042188,114042806,114045568,114054477,114060058,114063025,114064868,114065526,114091152,
Svopl	1	chr6	-	37983739	38046996	37984523,37986611,38011328,38012372,38014868,38017231,38019751,38021677,38023119,38027013,38029715,38031090,38036811,38041162,38041644,	37986498,38011239,38012291,38014757,38017020,38019678,38021549,38022994,38026950,38029591,38031019,38036713,38041071,38041534,38046918,
Svs1	1	chr6	+	48986861	48991722	48988941,48990278,48990689,48991068,	48990002,48990557,48990930,48991578,
Svs2	1	chr2	-	164235929	164238466	164236232,164237912,	164236818,164238171,
Svs3a	1	chr2	+	164289268	164291491	164289361,164290348,	164289584,164291160,
Svs3b	1	chr2	-	164254363	164256640	164254754,164256326,	164255562,164256549,
Svs4	0	chr2	-	164275952	164278459	164276127,164277338,	164277034,164278210,
Svs5	0	chr2	+	164332740	164334396	164332855,164333638,	164333300,164334224,
Svs6	0	chr2	+	164316751	164318453	164316843,164317352,164317658,	164317306,164317442,164318276,
Swap70	1	chr7	+	110221711	110283506	110221909,110243524,110255908,110264107,110265982,110267890,110270081,110273367,110274801,110279378,110280663,	110243384,110255735,110263880,110265836,110267782,110269900,110273260,110274635,110279180,110280567,110281231,
Swi5	0	chr2	-	32278816	32288068	32279131,32280803,32281810,32287645,	32280709,32281686,32287597,32287886,
Swsap1	0	chr9	+	21955755	21958264	21956004,	21956677,
Swt1	0	chr1	-	151367699	151428455	151368588,151370643,151372374,151379514,151384504,151388768,151391574,151394772,151397351,151401173,151403143,151403896,151405545,151407635,151411458,151412846,151420183,151422120,151423605,	151370579,151372308,151379383,151384317,151388620,151391436,151394609,151397206,151401080,151402955,151403795,151405416,151407576,151410771,151412791,151420100,151422034,151423507,151428297,
Syap1	1	chrX	-	162857057	162888447	162858008,162859446,162859931,162863208,162872654,162878404,162882746,162883086,	162859299,162859873,162863060,162872515,162878331,162882680,162882968,162888069,
Sybu	1	chr15	-	44671856	44788063	44673648,44675515,44677738,44683450,44718985,44746462,44748398,	44675366,44677535,44683348,44718788,44746246,44748309,44787589,
Syce1	1	chr7	-	140777229	140787852	140777732,140777998,140778245,140778432,140778576,140779128,140779426,140779648,140779930,140780531,140780934,140782089,	140777917,140778135,140778309,140778510,140779065,140779337,140779594,140779883,140780457,140780875,140782027,140787736,
Syce1l	1	chr8	+	113643232	113655531	113643303,113651665,113651824,113652560,113652877,113654104,113654834,113654995,113655168,	113651606,113651744,113652513,113652823,113654032,113654765,113654911,113655096,113655396,
Syce2	0	chr8	+	84872111	84888221	84872253,84872832,84883584,84886123,	84872720,84883431,84885935,84887135,
Syce3	0	chr15	-	89390174	89410503	89390439,89397434,	89397326,89410399,
Sycn	0	chr7	+	28540885	28542209	28541304,	28542074,
Sycp1	0	chr3	-	102818499	102936100	102818962,102819142,102820682,102841041,102845088,102851638,102852211,102853498,102854227,102864919,102865136,102876365,102878855,102893608,102895972,102898957,102900136,102908967,102913488,102915340,102915898,102920637,102922461,102923070,102925259,102929322,102931695,102932807,102934261,102934650,102934881,102935665,	102819056,102820539,102840862,102845032,102851564,102852119,102853388,102854111,102864857,102865074,102876303,102878774,102893538,102895855,102898854,102900032,102908906,102913421,102915156,102915804,102920529,102922388,102923001,102925201,102929249,102931628,102932643,102934205,102934607,102934809,102935544,102935986,
